claim_id,cluster_id,cluster_size,distance_from_centroid,is_outlier,cluster_avg_claim_amount,cluster_std_claim_amount,claim_amount_z_score
WC-2023001590,Transmission-Class8-Heavy-Use,276,0.863,N,4789.88,1996.74,0.27
WC-2023001591,Transmission-Class8-Heavy-Use,276,1.282,N,4789.88,1996.74,-0.42
WC-2023001592,Emission-High-Mileage-Cascadia,339,1.677,N,3724.51,1975.33,0.92
WC-2023001593,Drivetrain-Construction-Fleet,254,0.173,N,4330.36,2909.27,-1.35
WC-2023001594,Campaign-Related-Defect,1241,0.349,N,4154.73,2330.54,0.33
WC-2023001595,Campaign-Related-Defect,1241,3.118,Y,4154.73,2330.54,-1.08
WC-2023001596,Engine-Extended-Warranty,364,1.957,N,4658.44,2195.34,1.49
WC-2023001597,Cooling-Summer-Sun-Belt,509,1.403,N,2771.87,2089.92,-0.24
WC-2023001598,Campaign-Related-Defect,1241,1.354,N,4154.73,2330.54,-1.38
WC-2023001599,Electrical-Intermittent-Faults,470,1.789,N,3130.91,1970.63,-0.91
WC-2023001600,Fuel-System-Cold-Start,390,0.719,N,3525.56,2352.52,0.13
WC-2023001601,Emission-DPF-Regen-Failure,335,0.32,N,3920.94,2145.67,0.77
WC-2023001602,Cooling-Summer-Sun-Belt,509,0.307,N,2771.87,2089.92,0.99
WC-2023001603,Cooling-Summer-Sun-Belt,509,0.682,N,2771.87,2089.92,0.73
WC-2023001604,Engine-Extended-Warranty,364,0.767,N,4658.44,2195.34,1.55
WC-2023001605,Emission-High-Mileage-Cascadia,339,1.323,N,3724.51,1975.33,-0.97
WC-2023001606,Cooling-Summer-Sun-Belt,509,1.535,N,2771.87,2089.92,0.28
WC-2023001607,Campaign-Related-Defect,1241,0.483,N,4154.73,2330.54,0.4
WC-2023001608,Cab-Body-Regional-Distribution,260,0.448,N,2397.55,2071.18,0.29
WC-2023001609,Campaign-Related-Defect,1241,1.444,N,4154.73,2330.54,-0.42
WC-2023001610,Brake-Rust-Belt-Winter,562,1.502,N,2534.44,1878.53,-0.25
WC-2023001611,Engine-Extended-Warranty,364,0.111,N,4658.44,2195.34,-0.46
WC-2023001612,Campaign-Related-Defect,1241,1.632,N,4154.73,2330.54,-1.39
WC-2023001613,Campaign-Related-Defect,1241,0.938,N,4154.73,2330.54,1.32
WC-2023001614,Campaign-Related-Defect,1241,0.237,N,4154.73,2330.54,-0.84
WC-2023001615,Engine-Extended-Warranty,364,1.47,N,4658.44,2195.34,-0.41
WC-2023001616,Campaign-Related-Defect,1241,1.535,N,4154.73,2330.54,-1.1
WC-2023001617,Brake-Rust-Belt-Winter,562,1.882,N,2534.44,1878.53,-0.02
WC-2023001618,Campaign-Related-Defect,1241,0.258,N,4154.73,2330.54,-0.18
WC-2023001619,Campaign-Related-Defect,1241,3.605,Y,4154.73,2330.54,0.64
WC-2023001620,Electrical-Intermittent-Faults,470,1.282,N,3130.91,1970.63,0.14
WC-2023001621,Campaign-Related-Defect,1241,0.391,N,4154.73,2330.54,0.59
WC-2023001622,Campaign-Related-Defect,1241,1.465,N,4154.73,2330.54,-1.21
WC-2023001623,Campaign-Related-Defect,1241,1.798,N,4154.73,2330.54,-0.08
WC-2023001624,Emission-High-Mileage-Cascadia,339,1.486,N,3724.51,1975.33,-0.28
WC-2023001625,Cooling-Summer-Sun-Belt,509,0.272,N,2771.87,2089.92,-0.92
WC-2023001626,Emission-High-Mileage-Cascadia,339,1.774,N,3724.51,1975.33,-0.02
WC-2023001627,Electrical-Intermittent-Faults,470,1.507,N,3130.91,1970.63,0.08
WC-2023001628,Brake-Rust-Belt-Winter,562,1.642,N,2534.44,1878.53,-0.7
WC-2023001629,Fuel-System-Cold-Start,390,0.934,N,3525.56,2352.52,-0.17
WC-2023001630,Brake-Rust-Belt-Winter,562,0.261,N,2534.44,1878.53,-1.15
WC-2023001631,Transmission-Class8-Heavy-Use,276,0.262,N,4789.88,1996.74,0.44
WC-2023001632,Brake-Rust-Belt-Winter,562,1.329,N,2534.44,1878.53,1.96
WC-2023001633,Campaign-Related-Defect,1241,0.556,N,4154.73,2330.54,-1.61
WC-2023001634,Campaign-Related-Defect,1241,0.888,N,4154.73,2330.54,0.45
WC-2023001635,Fuel-System-Cold-Start,390,1.645,N,3525.56,2352.52,-0.15
WC-2023001636,Cab-Body-Regional-Distribution,260,1.662,N,2397.55,2071.18,1.68
WC-2023001637,Brake-Rust-Belt-Winter,562,0.857,N,2534.44,1878.53,-0.61
WC-2023001638,Emission-High-Mileage-Cascadia,339,0.771,N,3724.51,1975.33,0.15
WC-2023001639,Cab-Body-Regional-Distribution,260,0.175,N,2397.55,2071.18,-0.94
WC-2023001640,Brake-Rust-Belt-Winter,562,0.282,N,2534.44,1878.53,-0.91
WC-2023001641,Brake-Rust-Belt-Winter,562,3.733,Y,2534.44,1878.53,-0.13
WC-2023001642,Campaign-Related-Defect,1241,0.928,N,4154.73,2330.54,-1.61
WC-2023001643,Campaign-Related-Defect,1241,1.585,N,4154.73,2330.54,0.65
WC-2023001644,Electrical-Intermittent-Faults,470,0.25,N,3130.91,1970.63,2.14
WC-2023001645,Campaign-Related-Defect,1241,1.787,N,4154.73,2330.54,0.07
WC-2023001646,Engine-Extended-Warranty,364,0.267,N,4658.44,2195.34,0.35
WC-2023001647,Engine-Extended-Warranty,364,1.528,N,4658.44,2195.34,0.76
WC-2023001648,Fuel-System-Cold-Start,390,0.949,N,3525.56,2352.52,-0.64
WC-2023001649,Electrical-Intermittent-Faults,470,3.818,Y,3130.91,1970.63,-0.45
WC-2023001650,Cab-Body-Regional-Distribution,260,1.409,N,2397.55,2071.18,0.36
WC-2023001651,Drivetrain-Construction-Fleet,254,4.298,Y,4330.36,2909.27,0.27
WC-2023001652,Cooling-Summer-Sun-Belt,509,0.756,N,2771.87,2089.92,1.86
WC-2023001653,Fuel-System-Cold-Start,390,0.746,N,3525.56,2352.52,0.55
WC-2023001654,Brake-Rust-Belt-Winter,562,1.045,N,2534.44,1878.53,-0.63
WC-2023001655,Brake-Rust-Belt-Winter,562,1.015,N,2534.44,1878.53,2.94
WC-2023001656,Engine-Extended-Warranty,364,2.325,N,4658.44,2195.34,-0.04
WC-2023001657,Brake-Rust-Belt-Winter,562,1.903,N,2534.44,1878.53,-0.64
WC-2023001658,Campaign-Related-Defect,1241,1.312,N,4154.73,2330.54,-0.03
WC-2023001659,Brake-Rust-Belt-Winter,562,1.981,N,2534.44,1878.53,-0.66
WC-2023001660,Fuel-System-Cold-Start,390,0.168,N,3525.56,2352.52,-0.35
WC-2023001661,Engine-Extended-Warranty,364,1.762,N,4658.44,2195.34,1.48
WC-2023001662,Campaign-Related-Defect,1241,1.941,N,4154.73,2330.54,-0.89
WC-2023001663,Fuel-System-Cold-Start,390,1.265,N,3525.56,2352.52,-0.67
WC-2023001664,Cab-Body-Regional-Distribution,260,1.521,N,2397.55,2071.18,-0.91
WC-2023001665,Cab-Body-Regional-Distribution,260,1.438,N,2397.55,2071.18,-0.53
WC-2023001666,Electrical-Intermittent-Faults,470,1.562,N,3130.91,1970.63,-0.93
WC-2023001667,Cooling-Summer-Sun-Belt,509,0.417,N,2771.87,2089.92,0.44
WC-2023001668,Emission-High-Mileage-Cascadia,339,0.497,N,3724.51,1975.33,-1.22
WC-2023001669,Campaign-Related-Defect,1241,1.604,N,4154.73,2330.54,-0.81
WC-2023001670,Campaign-Related-Defect,1241,1.691,N,4154.73,2330.54,0.03
WC-2023001671,Emission-DPF-Regen-Failure,335,1.338,N,3920.94,2145.67,-1.2
WC-2023001672,Cab-Body-Regional-Distribution,260,0.127,N,2397.55,2071.18,-0.28
WC-2023001673,Engine-Extended-Warranty,364,0.542,N,4658.44,2195.34,-1.15
WC-2023001674,Drivetrain-Construction-Fleet,254,1.289,N,4330.36,2909.27,-0.93
WC-2023001675,Campaign-Related-Defect,1241,1.03,N,4154.73,2330.54,-1.0
WC-2023001676,Brake-Rust-Belt-Winter,562,0.647,N,2534.44,1878.53,0.27
WC-2023001677,Emission-DPF-Regen-Failure,335,0.551,N,3920.94,2145.67,-0.82
WC-2023001678,Cooling-Summer-Sun-Belt,509,1.76,N,2771.87,2089.92,0.31
WC-2023001679,Fuel-System-Cold-Start,390,4.336,Y,3525.56,2352.52,0.12
WC-2023001680,Emission-DPF-Regen-Failure,335,0.32,N,3920.94,2145.67,1.21
WC-2023001681,Brake-Rust-Belt-Winter,562,1.438,N,2534.44,1878.53,-0.13
WC-2023001682,Campaign-Related-Defect,1241,3.285,Y,4154.73,2330.54,0.39
WC-2023001683,Campaign-Related-Defect,1241,0.56,N,4154.73,2330.54,0.68
WC-2023001684,Drivetrain-Construction-Fleet,254,0.389,N,4330.36,2909.27,-1.36
WC-2023001685,Brake-Rust-Belt-Winter,562,1.435,N,2534.44,1878.53,0.54
WC-2023001686,Cooling-Summer-Sun-Belt,509,0.214,N,2771.87,2089.92,-0.77
WC-2023001687,Campaign-Related-Defect,1241,0.768,N,4154.73,2330.54,0.7
WC-2023001688,Emission-High-Mileage-Cascadia,339,0.392,N,3724.51,1975.33,-0.17
WC-2023001689,Brake-Rust-Belt-Winter,562,1.439,N,2534.44,1878.53,-0.43
WC-2023001690,Campaign-Related-Defect,1241,0.361,N,4154.73,2330.54,0.68
WC-2023001691,Drivetrain-Construction-Fleet,254,1.476,N,4330.36,2909.27,-1.37
WC-2023001692,Emission-DPF-Regen-Failure,335,1.903,N,3920.94,2145.67,2.35
WC-2023001693,Campaign-Related-Defect,1241,0.556,N,4154.73,2330.54,0.04
WC-2023001694,Campaign-Related-Defect,1241,1.233,N,4154.73,2330.54,2.53
WC-2023001695,Campaign-Related-Defect,1241,0.525,N,4154.73,2330.54,3.04
WC-2023001696,Cooling-Summer-Sun-Belt,509,1.706,N,2771.87,2089.92,0.75
WC-2023001697,Campaign-Related-Defect,1241,1.564,N,4154.73,2330.54,0.2
WC-2023001698,Fuel-System-Cold-Start,390,0.102,N,3525.56,2352.52,-0.38
WC-2023001699,Campaign-Related-Defect,1241,1.295,N,4154.73,2330.54,1.07
WC-2023001700,Fuel-System-Cold-Start,390,0.929,N,3525.56,2352.52,-0.37
WC-2023001701,Campaign-Related-Defect,1241,2.356,N,4154.73,2330.54,-0.56
WC-2023001702,Emission-DPF-Regen-Failure,335,0.294,N,3920.94,2145.67,0.48
WC-2023001703,Fuel-System-Cold-Start,390,1.152,N,3525.56,2352.52,1.6
WC-2023001704,Brake-Rust-Belt-Winter,562,1.817,N,2534.44,1878.53,0.17
WC-2023001705,Campaign-Related-Defect,1241,1.604,N,4154.73,2330.54,0.49
WC-2023001706,Campaign-Related-Defect,1241,0.869,N,4154.73,2330.54,-0.02
WC-2023001707,Cooling-Summer-Sun-Belt,509,1.137,N,2771.87,2089.92,-1.14
WC-2023001708,Cab-Body-Regional-Distribution,260,1.843,N,2397.55,2071.18,-0.65
WC-2023001709,Fuel-System-Cold-Start,390,0.507,N,3525.56,2352.52,-0.0
WC-2023001710,Campaign-Related-Defect,1241,1.38,N,4154.73,2330.54,0.74
WC-2023001711,Emission-DPF-Regen-Failure,335,0.782,N,3920.94,2145.67,-0.48
WC-2023001712,Electrical-Intermittent-Faults,470,1.616,N,3130.91,1970.63,0.22
WC-2023001713,Brake-Rust-Belt-Winter,562,0.785,N,2534.44,1878.53,1.47
WC-2023001714,Campaign-Related-Defect,1241,0.738,N,4154.73,2330.54,-1.62
WC-2023001715,Fuel-System-Cold-Start,390,1.09,N,3525.56,2352.52,-1.26
WC-2023001716,Emission-DPF-Regen-Failure,335,0.544,N,3920.94,2145.67,-0.41
WC-2023001717,Brake-Rust-Belt-Winter,562,0.406,N,2534.44,1878.53,-0.19
WC-2023001718,Campaign-Related-Defect,1241,0.47,N,4154.73,2330.54,2.33
WC-2023001719,Cab-Body-Regional-Distribution,260,1.127,N,2397.55,2071.18,-0.91
WC-2023001720,Campaign-Related-Defect,1241,0.894,N,4154.73,2330.54,-1.28
WC-2023001721,Transmission-Class8-Heavy-Use,276,1.098,N,4789.88,1996.74,1.48
WC-2023001722,Emission-High-Mileage-Cascadia,339,1.739,N,3724.51,1975.33,-0.07
WC-2023001723,Brake-Rust-Belt-Winter,562,0.369,N,2534.44,1878.53,-0.31
WC-2023001724,Fuel-System-Cold-Start,390,0.666,N,3525.56,2352.52,-0.46
WC-2023001725,Campaign-Related-Defect,1241,1.482,N,4154.73,2330.54,0.2
WC-2023001726,Brake-Rust-Belt-Winter,562,0.615,N,2534.44,1878.53,2.16
WC-2023001727,Emission-High-Mileage-Cascadia,339,0.907,N,3724.51,1975.33,-0.79
WC-2023001728,Electrical-Intermittent-Faults,470,0.572,N,3130.91,1970.63,-0.59
WC-2023001729,Fuel-System-Cold-Start,390,1.706,N,3525.56,2352.52,1.34
WC-2023001730,Cab-Body-Regional-Distribution,260,0.266,N,2397.55,2071.18,-0.97
WC-2023001731,Electrical-Intermittent-Faults,470,0.263,N,3130.91,1970.63,-0.89
WC-2023001732,Fuel-System-Cold-Start,390,1.037,N,3525.56,2352.52,-1.11
WC-2023001733,Campaign-Related-Defect,1241,0.352,N,4154.73,2330.54,0.07
WC-2023001734,Campaign-Related-Defect,1241,0.343,N,4154.73,2330.54,-0.91
WC-2023001735,Campaign-Related-Defect,1241,3.74,Y,4154.73,2330.54,1.03
WC-2023001736,Engine-Extended-Warranty,364,0.48,N,4658.44,2195.34,-0.44
WC-2023001737,Campaign-Related-Defect,1241,0.59,N,4154.73,2330.54,-0.74
WC-2023001738,Campaign-Related-Defect,1241,0.973,N,4154.73,2330.54,-0.99
WC-2023001739,Engine-Extended-Warranty,364,3.925,Y,4658.44,2195.34,-0.24
WC-2023001740,Cooling-Summer-Sun-Belt,509,0.953,N,2771.87,2089.92,-0.21
WC-2023001741,Brake-Rust-Belt-Winter,562,1.941,N,2534.44,1878.53,-0.21
WC-2023001742,Electrical-Intermittent-Faults,470,2.284,N,3130.91,1970.63,0.68
WC-2023001743,Engine-Extended-Warranty,364,0.458,N,4658.44,2195.34,0.53
WC-2023001744,Brake-Rust-Belt-Winter,562,1.784,N,2534.44,1878.53,-1.03
WC-2023001745,Transmission-Class8-Heavy-Use,276,1.867,N,4789.88,1996.74,-0.55
WC-2023001746,Electrical-Intermittent-Faults,470,1.173,N,3130.91,1970.63,-0.3
WC-2023001747,Brake-Rust-Belt-Winter,562,1.418,N,2534.44,1878.53,0.94
WC-2023001748,Campaign-Related-Defect,1241,0.975,N,4154.73,2330.54,-1.61
WC-2023001749,Emission-High-Mileage-Cascadia,339,1.397,N,3724.51,1975.33,-1.25
WC-2023001750,Emission-DPF-Regen-Failure,335,0.455,N,3920.94,2145.67,0.99
WC-2023001751,Campaign-Related-Defect,1241,0.931,N,4154.73,2330.54,2.61
WC-2023001752,Brake-Rust-Belt-Winter,562,1.951,N,2534.44,1878.53,-0.14
WC-2023001753,Emission-DPF-Regen-Failure,335,0.851,N,3920.94,2145.67,0.46
WC-2023001754,Engine-Extended-Warranty,364,0.931,N,4658.44,2195.34,1.77
WC-2023001755,Cooling-Summer-Sun-Belt,509,1.925,N,2771.87,2089.92,-0.1
WC-2023001756,Cab-Body-Regional-Distribution,260,0.381,N,2397.55,2071.18,1.29
WC-2023001757,Engine-Extended-Warranty,364,2.113,N,4658.44,2195.34,-0.44
WC-2023001758,Cooling-Summer-Sun-Belt,509,0.402,N,2771.87,2089.92,1.52
WC-2023001759,Emission-High-Mileage-Cascadia,339,1.467,N,3724.51,1975.33,-1.4
WC-2023001760,Brake-Rust-Belt-Winter,562,0.953,N,2534.44,1878.53,-1.14
WC-2023001761,Drivetrain-Construction-Fleet,254,1.114,N,4330.36,2909.27,0.21
WC-2023001762,Transmission-Class8-Heavy-Use,276,1.493,N,4789.88,1996.74,0.89
WC-2023001763,Campaign-Related-Defect,1241,0.998,N,4154.73,2330.54,-1.62
WC-2023001764,Electrical-Intermittent-Faults,470,1.735,N,3130.91,1970.63,0.8
WC-2023001765,Brake-Rust-Belt-Winter,562,0.897,N,2534.44,1878.53,-0.25
WC-2023001766,Brake-Rust-Belt-Winter,562,0.296,N,2534.44,1878.53,1.24
WC-2023001767,Engine-Extended-Warranty,364,0.306,N,4658.44,2195.34,-0.36
WC-2023001768,Transmission-Class8-Heavy-Use,276,1.096,N,4789.88,1996.74,-0.67
WC-2023001769,Emission-High-Mileage-Cascadia,339,1.074,N,3724.51,1975.33,0.79
WC-2023001770,Cab-Body-Regional-Distribution,260,0.659,N,2397.55,2071.18,0.01
WC-2023001771,Emission-High-Mileage-Cascadia,339,1.838,N,3724.51,1975.33,-0.11
WC-2023001772,Drivetrain-Construction-Fleet,254,1.551,N,4330.36,2909.27,-1.36
WC-2023001773,Campaign-Related-Defect,1241,1.972,N,4154.73,2330.54,0.15
WC-2023001774,Emission-High-Mileage-Cascadia,339,1.603,N,3724.51,1975.33,0.86
WC-2023001775,Electrical-Intermittent-Faults,470,0.68,N,3130.91,1970.63,-0.91
WC-2023001776,Engine-Extended-Warranty,364,0.879,N,4658.44,2195.34,-0.98
WC-2023001777,Drivetrain-Construction-Fleet,254,1.764,N,4330.36,2909.27,-0.28
WC-2023001778,Fuel-System-Cold-Start,390,1.944,N,3525.56,2352.52,-0.81
WC-2023001779,Brake-Rust-Belt-Winter,562,0.762,N,2534.44,1878.53,-0.57
WC-2023001780,Campaign-Related-Defect,1241,0.167,N,4154.73,2330.54,-0.26
WC-2023001781,Campaign-Related-Defect,1241,0.572,N,4154.73,2330.54,0.1
WC-2023001782,Brake-Rust-Belt-Winter,562,1.327,N,2534.44,1878.53,-1.07
WC-2023001783,Drivetrain-Construction-Fleet,254,1.932,N,4330.36,2909.27,-1.06
WC-2023001784,Brake-Rust-Belt-Winter,562,0.643,N,2534.44,1878.53,-0.64
WC-2023001785,Engine-Extended-Warranty,364,1.625,N,4658.44,2195.34,0.15
WC-2023001786,Fuel-System-Cold-Start,390,1.717,N,3525.56,2352.52,1.11
WC-2023001787,Brake-Rust-Belt-Winter,562,4.236,Y,2534.44,1878.53,-0.5
WC-2023001788,Fuel-System-Cold-Start,390,1.971,N,3525.56,2352.52,1.9
WC-2023001789,Engine-Extended-Warranty,364,1.957,N,4658.44,2195.34,-0.47
WC-2023001790,Engine-Extended-Warranty,364,1.186,N,4658.44,2195.34,0.43
WC-2023001791,Campaign-Related-Defect,1241,1.132,N,4154.73,2330.54,1.27
WC-2023001792,Campaign-Related-Defect,1241,3.412,Y,4154.73,2330.54,-0.78
WC-2023001793,Emission-DPF-Regen-Failure,335,0.845,N,3920.94,2145.67,1.64
WC-2023001794,Transmission-Class8-Heavy-Use,276,0.359,N,4789.88,1996.74,-1.15
WC-2023001795,Cab-Body-Regional-Distribution,260,0.809,N,2397.55,2071.18,0.53
WC-2023001796,Emission-DPF-Regen-Failure,335,0.304,N,3920.94,2145.67,-0.28
WC-2023001797,Campaign-Related-Defect,1241,1.585,N,4154.73,2330.54,0.68
WC-2023001798,Brake-Rust-Belt-Winter,562,0.928,N,2534.44,1878.53,3.53
WC-2023001799,Fuel-System-Cold-Start,390,0.431,N,3525.56,2352.52,-0.58
WC-2023001800,Emission-High-Mileage-Cascadia,339,1.249,N,3724.51,1975.33,-0.34
WC-2023001801,Cooling-Summer-Sun-Belt,509,1.803,N,2771.87,2089.92,1.12
WC-2023001802,Cooling-Summer-Sun-Belt,509,0.326,N,2771.87,2089.92,0.71
WC-2023001803,Emission-DPF-Regen-Failure,335,0.249,N,3920.94,2145.67,-0.1
WC-2023001804,Cab-Body-Regional-Distribution,260,1.602,N,2397.55,2071.18,0.63
WC-2023001805,Campaign-Related-Defect,1241,0.864,N,4154.73,2330.54,0.89
WC-2023001806,Brake-Rust-Belt-Winter,562,0.792,N,2534.44,1878.53,-0.54
WC-2023001807,Electrical-Intermittent-Faults,470,0.531,N,3130.91,1970.63,-0.53
WC-2023001808,Cooling-Summer-Sun-Belt,509,0.288,N,2771.87,2089.92,0.78
WC-2023001809,Campaign-Related-Defect,1241,0.825,N,4154.73,2330.54,-1.16
WC-2023001810,Brake-Rust-Belt-Winter,562,1.191,N,2534.44,1878.53,-0.6
WC-2023001811,Cab-Body-Regional-Distribution,260,0.449,N,2397.55,2071.18,0.71
WC-2023001812,Campaign-Related-Defect,1241,1.505,N,4154.73,2330.54,0.12
WC-2023001813,Cooling-Summer-Sun-Belt,509,1.588,N,2771.87,2089.92,-0.76
WC-2023001814,Transmission-Class8-Heavy-Use,276,1.848,N,4789.88,1996.74,-0.49
WC-2023001815,Emission-DPF-Regen-Failure,335,1.192,N,3920.94,2145.67,-0.25
WC-2023001816,Campaign-Related-Defect,1241,1.454,N,4154.73,2330.54,-0.33
WC-2023001817,Emission-High-Mileage-Cascadia,339,0.98,N,3724.51,1975.33,0.46
WC-2023001818,Electrical-Intermittent-Faults,470,0.664,N,3130.91,1970.63,-0.54
WC-2023001819,Cooling-Summer-Sun-Belt,509,1.528,N,2771.87,2089.92,-0.66
WC-2023001820,Drivetrain-Construction-Fleet,254,0.593,N,4330.36,2909.27,0.22
WC-2023001821,Cooling-Summer-Sun-Belt,509,0.651,N,2771.87,2089.92,-0.93
WC-2023001822,Campaign-Related-Defect,1241,1.875,N,4154.73,2330.54,-0.87
WC-2023001823,Campaign-Related-Defect,1241,1.737,N,4154.73,2330.54,1.39
WC-2023001824,Brake-Rust-Belt-Winter,562,1.396,N,2534.44,1878.53,-1.08
WC-2023001825,Engine-Extended-Warranty,364,1.595,N,4658.44,2195.34,0.89
WC-2023001826,Campaign-Related-Defect,1241,1.574,N,4154.73,2330.54,-0.68
WC-2023001827,Campaign-Related-Defect,1241,0.206,N,4154.73,2330.54,-1.09
WC-2023001828,Cab-Body-Regional-Distribution,260,1.03,N,2397.55,2071.18,0.03
WC-2023001829,Campaign-Related-Defect,1241,1.915,N,4154.73,2330.54,-1.2
WC-2023001830,Campaign-Related-Defect,1241,0.129,N,4154.73,2330.54,-0.88
WC-2023001831,Emission-DPF-Regen-Failure,335,0.669,N,3920.94,2145.67,-1.4
WC-2023001832,Fuel-System-Cold-Start,390,0.772,N,3525.56,2352.52,1.83
WC-2023001833,Fuel-System-Cold-Start,390,1.535,N,3525.56,2352.52,0.3
WC-2023001834,Cab-Body-Regional-Distribution,260,1.639,N,2397.55,2071.18,-0.93
WC-2023001835,Campaign-Related-Defect,1241,1.103,N,4154.73,2330.54,0.18
WC-2023001836,Cab-Body-Regional-Distribution,260,1.239,N,2397.55,2071.18,2.13
WC-2023001837,Engine-Extended-Warranty,364,1.613,N,4658.44,2195.34,2.74
WC-2023001838,Cab-Body-Regional-Distribution,260,0.49,N,2397.55,2071.18,0.39
WC-2023001839,Emission-High-Mileage-Cascadia,339,0.945,N,3724.51,1975.33,-0.03
WC-2023001840,Transmission-Class8-Heavy-Use,276,1.08,N,4789.88,1996.74,-0.66
WC-2023001841,Emission-High-Mileage-Cascadia,339,1.56,N,3724.51,1975.33,-1.44
WC-2023001842,Cab-Body-Regional-Distribution,260,0.112,N,2397.55,2071.18,-0.91
WC-2023001843,Electrical-Intermittent-Faults,470,0.854,N,3130.91,1970.63,-0.9
WC-2023001844,Transmission-Class8-Heavy-Use,276,1.613,N,4789.88,1996.74,-0.57
WC-2023001845,Emission-High-Mileage-Cascadia,339,0.423,N,3724.51,1975.33,-0.38
WC-2023001846,Fuel-System-Cold-Start,390,1.186,N,3525.56,2352.52,-0.2
WC-2023001847,Cooling-Summer-Sun-Belt,509,0.336,N,2771.87,2089.92,-0.77
WC-2023001848,Campaign-Related-Defect,1241,1.895,N,4154.73,2330.54,0.66
WC-2023001849,Emission-DPF-Regen-Failure,335,1.208,N,3920.94,2145.67,-0.24
WC-2023001850,Cooling-Summer-Sun-Belt,509,1.79,N,2771.87,2089.92,-0.91
WC-2023001851,Transmission-Class8-Heavy-Use,276,1.269,N,4789.88,1996.74,-0.68
WC-2023001852,Engine-Extended-Warranty,364,1.099,N,4658.44,2195.34,0.91
WC-2023001853,Cooling-Summer-Sun-Belt,509,1.917,N,2771.87,2089.92,0.56
WC-2023001854,Brake-Rust-Belt-Winter,562,0.726,N,2534.44,1878.53,0.67
WC-2023001855,Emission-DPF-Regen-Failure,335,1.93,N,3920.94,2145.67,-0.96
WC-2023001856,Cooling-Summer-Sun-Belt,509,0.241,N,2771.87,2089.92,-0.22
WC-2023001857,Campaign-Related-Defect,1241,0.727,N,4154.73,2330.54,1.1
WC-2023001858,Campaign-Related-Defect,1241,1.311,N,4154.73,2330.54,0.47
WC-2023001859,Electrical-Intermittent-Faults,470,0.309,N,3130.91,1970.63,1.55
WC-2023001860,Emission-High-Mileage-Cascadia,339,1.229,N,3724.51,1975.33,-0.69
WC-2023001861,Drivetrain-Construction-Fleet,254,0.238,N,4330.36,2909.27,-0.62
WC-2023001862,Campaign-Related-Defect,1241,1.803,N,4154.73,2330.54,0.84
WC-2023001863,Emission-DPF-Regen-Failure,335,1.782,N,3920.94,2145.67,-0.79
WC-2023001864,Transmission-Class8-Heavy-Use,276,1.907,N,4789.88,1996.74,-1.11
WC-2023001865,Fuel-System-Cold-Start,390,1.433,N,3525.56,2352.52,-0.5
WC-2023001866,Electrical-Intermittent-Faults,470,3.851,Y,3130.91,1970.63,1.81
WC-2023001867,Drivetrain-Construction-Fleet,254,0.356,N,4330.36,2909.27,-0.74
WC-2023001868,Engine-Extended-Warranty,364,1.413,N,4658.44,2195.34,-1.2
WC-2023001869,Transmission-Class8-Heavy-Use,276,0.595,N,4789.88,1996.74,-0.66
WC-2023001870,Campaign-Related-Defect,1241,0.105,N,4154.73,2330.54,-0.76
WC-2023001871,Campaign-Related-Defect,1241,1.675,N,4154.73,2330.54,1.27
WC-2023001872,Campaign-Related-Defect,1241,2.118,N,4154.73,2330.54,-0.7
WC-2023001873,Transmission-Class8-Heavy-Use,276,1.523,N,4789.88,1996.74,0.2
WC-2023001874,Fuel-System-Cold-Start,390,1.25,N,3525.56,2352.52,-0.58
WC-2023001875,Campaign-Related-Defect,1241,1.315,N,4154.73,2330.54,-0.65
WC-2023001876,Emission-High-Mileage-Cascadia,339,1.343,N,3724.51,1975.33,-0.78
WC-2023001877,Transmission-Class8-Heavy-Use,276,1.911,N,4789.88,1996.74,-1.03
WC-2023001878,Electrical-Intermittent-Faults,470,1.871,N,3130.91,1970.63,0.18
WC-2023001879,Campaign-Related-Defect,1241,1.526,N,4154.73,2330.54,0.06
WC-2023001880,Campaign-Related-Defect,1241,0.705,N,4154.73,2330.54,-0.92
WC-2023001881,Cab-Body-Regional-Distribution,260,1.525,N,2397.55,2071.18,-0.97
WC-2023001882,Engine-Extended-Warranty,364,1.866,N,4658.44,2195.34,0.13
WC-2023001883,Cab-Body-Regional-Distribution,260,0.954,N,2397.55,2071.18,-0.96
WC-2023001884,Emission-DPF-Regen-Failure,335,0.102,N,3920.94,2145.67,1.57
WC-2023001885,Drivetrain-Construction-Fleet,254,0.738,N,4330.36,2909.27,1.04
WC-2023001886,Transmission-Class8-Heavy-Use,276,0.238,N,4789.88,1996.74,-0.46
WC-2023001887,Electrical-Intermittent-Faults,470,0.506,N,3130.91,1970.63,-0.91
WC-2023001888,Cooling-Summer-Sun-Belt,509,0.918,N,2771.87,2089.92,-0.71
WC-2023001889,Engine-Extended-Warranty,364,1.418,N,4658.44,2195.34,-1.24
WC-2023001890,Emission-High-Mileage-Cascadia,339,0.974,N,3724.51,1975.33,-0.32
WC-2023001891,Drivetrain-Construction-Fleet,254,1.909,N,4330.36,2909.27,-0.67
WC-2023001892,Fuel-System-Cold-Start,390,0.875,N,3525.56,2352.52,0.45
WC-2023001893,Cab-Body-Regional-Distribution,260,1.008,N,2397.55,2071.18,-0.95
