audit_id,claim_id,action,action_date,performed_by,role,previous_status,new_status,notes,routing_rule
AUD-001507,WC-2023000632,Approved,2023-06-21 11:00:00,REVIEWER-02,Claim Processor,Approved,Approved,Claim approved after review,
AUD-001508,WC-2023000633,Submitted,2023-08-17 00:00:00,DLR-009-TECH-02,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-001509,WC-2023000633,Routed,2023-08-17 04:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 22. Routed to REVIEWER-10.,LOW_RISK_AUTO_APPROVE
AUD-001510,WC-2023000634,Submitted,2025-04-17 00:00:00,DLR-010-TECH-02,Dealer Technician,,Submitted,Claim submitted via API,
AUD-001511,WC-2023000634,Routed,2025-04-18 17:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 36. Routed to REVIEWER-09.,LOW_RISK_AUTO_APPROVE
AUD-001512,WC-2023000634,Approved,2025-04-22 21:00:00,REVIEWER-09,Claim Processor,Approved,Approved,Claim approved after review,
AUD-001513,WC-2023000635,Submitted,2024-08-02 00:00:00,DLR-009-TECH-01,Dealer Technician,,Submitted,Claim submitted via API,
AUD-001514,WC-2023000635,Routed,2024-08-02 21:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 26. Routed to REVIEWER-05.,LOW_RISK_AUTO_APPROVE
AUD-001515,WC-2023000636,Submitted,2024-11-12 00:00:00,DLR-001-TECH-07,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-001516,WC-2023000636,Routed,2024-11-14 00:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 36. Routed to REVIEWER-01.,LOW_RISK_AUTO_APPROVE
AUD-001517,WC-2023000636,Approved,2024-11-14 23:00:00,REVIEWER-01,Claim Processor,Approved,Approved,Claim approved after review,
AUD-001518,WC-2023000637,Submitted,2025-11-12 00:00:00,DLR-014-TECH-07,Dealer Technician,,Submitted,Claim submitted via API,
AUD-001519,WC-2023000637,Routed,2025-11-13 21:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 4. Routed to REVIEWER-10.,LOW_RISK_AUTO_APPROVE
AUD-001520,WC-2023000637,Rejected,2025-11-14 11:00:00,REVIEWER-10,Claim Processor,Approved,Rejected,Claim rejected: Missing documentation,
AUD-001521,WC-2023000638,Submitted,2024-06-12 00:00:00,DLR-019-TECH-02,Dealer Technician,,Submitted,Claim submitted via API,
AUD-001522,WC-2023000638,Routed,2024-06-13 18:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 23. Routed to REVIEWER-13.,LOW_RISK_AUTO_APPROVE
AUD-001523,WC-2023000639,Submitted,2025-08-10 00:00:00,DLR-016-TECH-07,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-001524,WC-2023000639,Routed,2025-08-10 16:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 10. Routed to REVIEWER-11.,LOW_RISK_AUTO_APPROVE
AUD-001525,WC-2023000640,Submitted,2023-11-09 00:00:00,DLR-007-TECH-03,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-001526,WC-2023000640,Routed,2023-11-09 23:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 12. Routed to REVIEWER-08.,LOW_RISK_AUTO_APPROVE
AUD-001527,WC-2023000641,Submitted,2025-04-16 00:00:00,DLR-004-TECH-01,Dealer Technician,,Submitted,Claim submitted via API,
AUD-001528,WC-2023000641,Routed,2025-04-17 17:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 22. Routed to REVIEWER-12.,LOW_RISK_AUTO_APPROVE
AUD-001529,WC-2023000642,Submitted,2023-09-16 00:00:00,DLR-013-TECH-03,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-001530,WC-2023000642,Routed,2023-09-16 16:00:00,SYSTEM,Automated,Submitted,Under Review,Risk score: 50. Routed to REVIEWER-11.,BORDERLINE_RISK_SPOT_CHECK
AUD-001531,WC-2023000643,Submitted,2024-10-19 00:00:00,DLR-020-TECH-07,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-001532,WC-2023000643,Routed,2024-10-19 05:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 16. Routed to REVIEWER-05.,LOW_RISK_AUTO_APPROVE
AUD-001533,WC-2023000644,Submitted,2023-08-28 00:00:00,DLR-018-TECH-08,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-001534,WC-2023000644,Routed,2023-08-28 12:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 26. Routed to REVIEWER-11.,LOW_RISK_AUTO_APPROVE
AUD-001535,WC-2023000644,Rejected,2023-08-30 19:00:00,REVIEWER-11,Claim Processor,Approved,Rejected,Claim rejected: Duplicate attachment,
AUD-001536,WC-2023000645,Submitted,2025-06-19 00:00:00,DLR-018-TECH-13,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-001537,WC-2023000645,Routed,2025-06-20 14:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 7. Routed to REVIEWER-08.,LOW_RISK_AUTO_APPROVE
AUD-001538,WC-2023000645,Approved,2025-06-24 21:00:00,REVIEWER-08,Claim Processor,Approved,Approved,Claim approved after review,
AUD-001539,WC-2023000646,Submitted,2025-07-05 00:00:00,DLR-006-TECH-07,Dealer Technician,,Submitted,Claim submitted via API,
AUD-001540,WC-2023000646,Routed,2025-07-05 04:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 8. Routed to REVIEWER-04.,LOW_RISK_AUTO_APPROVE
AUD-001541,WC-2023000647,Submitted,2024-08-18 00:00:00,DLR-005-TECH-05,Dealer Technician,,Submitted,Claim submitted via API,
AUD-001542,WC-2023000647,Routed,2024-08-18 19:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 13. Routed to REVIEWER-08.,LOW_RISK_AUTO_APPROVE
AUD-001543,WC-2023000648,Submitted,2025-01-19 00:00:00,DLR-005-TECH-06,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-001544,WC-2023000648,Routed,2025-01-20 09:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 12. Routed to REVIEWER-07.,LOW_RISK_AUTO_APPROVE
AUD-001545,WC-2023000649,Submitted,2025-03-08 00:00:00,DLR-003-TECH-05,Dealer Technician,,Submitted,Claim submitted via API,
AUD-001546,WC-2023000649,Routed,2025-03-09 22:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 3. Routed to REVIEWER-10.,LOW_RISK_AUTO_APPROVE
AUD-001547,WC-2023000650,Submitted,2024-01-18 00:00:00,DLR-015-TECH-07,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-001548,WC-2023000650,Routed,2024-01-19 09:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 14. Routed to REVIEWER-01.,LOW_RISK_AUTO_APPROVE
AUD-001549,WC-2023000651,Submitted,2023-11-20 00:00:00,DLR-007-TECH-13,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-001550,WC-2023000651,Routed,2023-11-20 13:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 22. Routed to REVIEWER-02.,LOW_RISK_AUTO_APPROVE
AUD-001551,WC-2023000652,Submitted,2024-05-21 00:00:00,DLR-002-TECH-10,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-001552,WC-2023000652,Routed,2024-05-22 14:00:00,SYSTEM,Automated,Submitted,Under Review,Risk score: 58. Routed to REVIEWER-06.,BORDERLINE_RISK_SPOT_CHECK
AUD-001553,WC-2023000652,Rejected,2024-05-23 18:00:00,REVIEWER-06,Claim Processor,Under Review,Rejected,Claim rejected: Duplicate attachment,
AUD-001554,WC-2023000653,Submitted,2024-07-04 00:00:00,DLR-011-TECH-04,Dealer Technician,,Submitted,Claim submitted via API,
AUD-001555,WC-2023000653,Routed,2024-07-05 11:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 19. Routed to REVIEWER-14.,LOW_RISK_AUTO_APPROVE
AUD-001556,WC-2023000653,Approved,2024-07-05 18:00:00,REVIEWER-14,Claim Processor,Approved,Approved,Claim approved after review,
AUD-001557,WC-2023000654,Submitted,2024-09-15 00:00:00,DLR-019-TECH-05,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-001558,WC-2023000654,Routed,2024-09-16 03:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 39. Routed to REVIEWER-06.,LOW_RISK_AUTO_APPROVE
AUD-001559,WC-2023000654,Rejected,2024-09-18 16:00:00,REVIEWER-06,Claim Processor,Approved,Rejected,Claim rejected: Duplicate attachment,
AUD-001560,WC-2023000655,Submitted,2024-10-05 00:00:00,DLR-015-TECH-06,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-001561,WC-2023000655,Routed,2024-10-05 05:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 27. Routed to REVIEWER-04.,LOW_RISK_AUTO_APPROVE
AUD-001562,WC-2023000656,Submitted,2024-12-26 00:00:00,DLR-011-TECH-04,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-001563,WC-2023000656,Routed,2024-12-26 12:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 6. Routed to REVIEWER-11.,LOW_RISK_AUTO_APPROVE
AUD-001564,WC-2023000656,Rejected,2024-12-30 19:00:00,REVIEWER-11,Claim Processor,Approved,Rejected,Claim rejected: SRT exceeded,
AUD-001565,WC-2023000657,Submitted,2024-12-21 00:00:00,DLR-003-TECH-04,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-001566,WC-2023000657,Routed,2024-12-22 02:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 27. Routed to REVIEWER-10.,LOW_RISK_AUTO_APPROVE
AUD-001567,WC-2023000658,Submitted,2024-02-11 00:00:00,DLR-015-TECH-04,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-001568,WC-2023000658,Routed,2024-02-12 14:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 19. Routed to REVIEWER-11.,LOW_RISK_AUTO_APPROVE
AUD-001569,WC-2023000658,Approved,2024-02-16 16:00:00,REVIEWER-11,Claim Processor,Approved,Approved,Claim approved after review,
AUD-001570,WC-2023000659,Submitted,2025-07-01 00:00:00,DLR-007-TECH-06,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-001571,WC-2023000659,Routed,2025-07-01 05:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 37. Routed to REVIEWER-15.,LOW_RISK_AUTO_APPROVE
AUD-001572,WC-2023000659,Rejected,2025-07-03 20:00:00,REVIEWER-15,Claim Processor,Approved,Rejected,Claim rejected: SRT exceeded,
AUD-001573,WC-2023000660,Submitted,2025-01-23 00:00:00,DLR-010-TECH-07,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-001574,WC-2023000660,Routed,2025-01-24 00:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 15. Routed to REVIEWER-13.,LOW_RISK_AUTO_APPROVE
AUD-001575,WC-2023000661,Submitted,2024-07-04 00:00:00,DLR-010-TECH-10,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-001576,WC-2023000661,Routed,2024-07-05 23:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 24. Routed to REVIEWER-12.,LOW_RISK_AUTO_APPROVE
AUD-001577,WC-2023000662,Submitted,2025-01-24 00:00:00,DLR-004-TECH-03,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-001578,WC-2023000662,Routed,2025-01-25 23:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 13. Routed to REVIEWER-07.,LOW_RISK_AUTO_APPROVE
AUD-001579,WC-2023000662,Rejected,2025-01-26 08:00:00,REVIEWER-07,Claim Processor,Approved,Rejected,Claim rejected: Warranty expired,
AUD-001580,WC-2023000663,Submitted,2024-10-10 00:00:00,DLR-020-TECH-01,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-001581,WC-2023000663,Routed,2024-10-11 16:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 28. Routed to REVIEWER-11.,LOW_RISK_AUTO_APPROVE
AUD-001582,WC-2023000663,Rejected,2024-10-14 04:00:00,REVIEWER-11,Claim Processor,Approved,Rejected,Claim rejected: SRT exceeded,
AUD-001583,WC-2023000664,Submitted,2023-01-04 00:00:00,DLR-012-TECH-10,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-001584,WC-2023000664,Routed,2023-01-05 14:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 31. Routed to REVIEWER-15.,LOW_RISK_AUTO_APPROVE
AUD-001585,WC-2023000665,Submitted,2023-07-21 00:00:00,DLR-014-TECH-07,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-001586,WC-2023000665,Routed,2023-07-22 01:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 22. Routed to REVIEWER-03.,LOW_RISK_AUTO_APPROVE
AUD-001587,WC-2023000666,Submitted,2024-01-18 00:00:00,DLR-009-TECH-01,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-001588,WC-2023000666,Routed,2024-01-19 22:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 34. Routed to REVIEWER-14.,LOW_RISK_AUTO_APPROVE
AUD-001589,WC-2023000667,Submitted,2024-11-28 00:00:00,DLR-016-TECH-03,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-001590,WC-2023000667,Routed,2024-11-29 15:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 11. Routed to REVIEWER-03.,LOW_RISK_AUTO_APPROVE
AUD-001591,WC-2023000667,Approved,2024-12-04 15:00:00,REVIEWER-03,Claim Processor,Approved,Approved,Claim approved after review,
AUD-001592,WC-2023000668,Submitted,2023-05-20 00:00:00,DLR-004-TECH-05,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-001593,WC-2023000668,Routed,2023-05-20 18:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 29. Routed to REVIEWER-03.,LOW_RISK_AUTO_APPROVE
AUD-001594,WC-2023000669,Submitted,2025-10-07 00:00:00,DLR-002-TECH-09,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-001595,WC-2023000669,Routed,2025-10-08 23:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 4. Routed to REVIEWER-13.,LOW_RISK_AUTO_APPROVE
AUD-001596,WC-2023000670,Submitted,2023-04-02 00:00:00,DLR-019-TECH-05,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-001597,WC-2023000670,Routed,2023-04-03 13:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 10. Routed to REVIEWER-04.,LOW_RISK_AUTO_APPROVE
AUD-001598,WC-2023000670,Rejected,2023-04-06 22:00:00,REVIEWER-04,Claim Processor,Approved,Rejected,Claim rejected: Duplicate attachment,
AUD-001599,WC-2023000671,Submitted,2024-03-19 00:00:00,DLR-003-TECH-01,Dealer Technician,,Submitted,Claim submitted via API,
AUD-001600,WC-2023000671,Routed,2024-03-19 15:00:00,SYSTEM,Automated,Submitted,Under Review,Risk score: 80. Routed to REVIEWER-05.,MEDIUM_RISK_MANUAL_REVIEW
AUD-001601,WC-2023000672,Submitted,2024-08-27 00:00:00,DLR-015-TECH-02,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-001602,WC-2023000672,Routed,2024-08-27 07:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 5. Routed to REVIEWER-14.,LOW_RISK_AUTO_APPROVE
AUD-001603,WC-2023000672,Approved,2024-08-27 12:00:00,REVIEWER-14,Claim Processor,Approved,Approved,Claim approved after review,
AUD-001604,WC-2023000673,Submitted,2024-01-12 00:00:00,DLR-005-TECH-04,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-001605,WC-2023000673,Routed,2024-01-12 16:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 11. Routed to REVIEWER-14.,LOW_RISK_AUTO_APPROVE
AUD-001606,WC-2023000673,Approved,2024-01-16 15:00:00,REVIEWER-14,Claim Processor,Approved,Approved,Claim approved after review,
AUD-001607,WC-2023000674,Submitted,2025-04-01 00:00:00,DLR-019-TECH-06,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-001608,WC-2023000674,Routed,2025-04-01 16:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 4. Routed to REVIEWER-06.,LOW_RISK_AUTO_APPROVE
AUD-001609,WC-2023000674,Rejected,2025-04-02 10:00:00,REVIEWER-06,Claim Processor,Approved,Rejected,Claim rejected: SRT exceeded,
AUD-001610,WC-2023000675,Submitted,2025-01-14 00:00:00,DLR-019-TECH-01,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-001611,WC-2023000675,Routed,2025-01-15 19:00:00,SYSTEM,Automated,Submitted,Under Review,Risk score: 74. Routed to REVIEWER-02.,MEDIUM_RISK_MANUAL_REVIEW
AUD-001612,WC-2023000676,Submitted,2024-03-17 00:00:00,DLR-004-TECH-05,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-001613,WC-2023000676,Routed,2024-03-18 05:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 13. Routed to REVIEWER-03.,LOW_RISK_AUTO_APPROVE
AUD-001614,WC-2023000677,Submitted,2025-06-12 00:00:00,DLR-001-TECH-01,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-001615,WC-2023000677,Routed,2025-06-12 17:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 9. Routed to REVIEWER-07.,LOW_RISK_AUTO_APPROVE
AUD-001616,WC-2023000677,Approved,2025-06-15 08:00:00,REVIEWER-07,Claim Processor,Approved,Approved,Claim approved after review,
AUD-001617,WC-2023000678,Submitted,2024-01-14 00:00:00,DLR-003-TECH-09,Dealer Technician,,Submitted,Claim submitted via API,
AUD-001618,WC-2023000678,Routed,2024-01-14 14:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 18. Routed to REVIEWER-10.,LOW_RISK_AUTO_APPROVE
AUD-001619,WC-2023000679,Submitted,2025-01-02 00:00:00,DLR-006-TECH-09,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-001620,WC-2023000679,Routed,2025-01-03 07:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 40. Routed to REVIEWER-11.,LOW_RISK_AUTO_APPROVE
AUD-001621,WC-2023000680,Submitted,2023-11-05 00:00:00,DLR-006-TECH-03,Dealer Technician,,Submitted,Claim submitted via API,
AUD-001622,WC-2023000680,Routed,2023-11-05 16:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 33. Routed to REVIEWER-09.,LOW_RISK_AUTO_APPROVE
AUD-001623,WC-2023000681,Submitted,2023-08-01 00:00:00,DLR-015-TECH-01,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-001624,WC-2023000681,Routed,2023-08-01 11:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 29. Routed to REVIEWER-03.,LOW_RISK_AUTO_APPROVE
AUD-001625,WC-2023000681,Rejected,2023-08-03 08:00:00,REVIEWER-03,Claim Processor,Approved,Rejected,Claim rejected: Duplicate attachment,
AUD-001626,WC-2023000682,Submitted,2024-04-13 00:00:00,DLR-017-TECH-03,Dealer Technician,,Submitted,Claim submitted via API,
AUD-001627,WC-2023000682,Routed,2024-04-14 09:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 8. Routed to REVIEWER-15.,LOW_RISK_AUTO_APPROVE
AUD-001628,WC-2023000682,Approved,2024-04-19 07:00:00,REVIEWER-15,Claim Processor,Approved,Approved,Claim approved after review,
AUD-001629,WC-2023000683,Submitted,2023-01-13 00:00:00,DLR-014-TECH-06,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-001630,WC-2023000683,Routed,2023-01-13 09:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 40. Routed to REVIEWER-08.,LOW_RISK_AUTO_APPROVE
AUD-001631,WC-2023000684,Submitted,2024-04-18 00:00:00,DLR-019-TECH-03,Dealer Technician,,Submitted,Claim submitted via API,
AUD-001632,WC-2023000684,Routed,2024-04-18 08:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 18. Routed to REVIEWER-15.,LOW_RISK_AUTO_APPROVE
AUD-001633,WC-2023000684,Rejected,2024-04-21 06:00:00,REVIEWER-15,Claim Processor,Approved,Rejected,Claim rejected: SRT exceeded,
AUD-001634,WC-2023000685,Submitted,2025-05-13 00:00:00,DLR-003-TECH-02,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-001635,WC-2023000685,Routed,2025-05-13 20:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 39. Routed to REVIEWER-12.,LOW_RISK_AUTO_APPROVE
AUD-001636,WC-2023000686,Submitted,2024-07-22 00:00:00,DLR-013-TECH-01,Dealer Technician,,Submitted,Claim submitted via API,
AUD-001637,WC-2023000686,Routed,2024-07-23 05:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 24. Routed to REVIEWER-14.,LOW_RISK_AUTO_APPROVE
AUD-001638,WC-2023000687,Submitted,2024-01-10 00:00:00,DLR-020-TECH-06,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-001639,WC-2023000687,Routed,2024-01-11 15:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 27. Routed to REVIEWER-05.,LOW_RISK_AUTO_APPROVE
AUD-001640,WC-2023000687,Approved,2024-01-15 22:00:00,REVIEWER-05,Claim Processor,Approved,Approved,Claim approved after review,
AUD-001641,WC-2023000688,Submitted,2023-09-01 00:00:00,DLR-010-TECH-08,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-001642,WC-2023000688,Routed,2023-09-02 21:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 4. Routed to REVIEWER-11.,LOW_RISK_AUTO_APPROVE
AUD-001643,WC-2023000689,Submitted,2024-04-13 00:00:00,DLR-014-TECH-06,Dealer Technician,,Submitted,Claim submitted via Mobile App,
AUD-001644,WC-2023000689,Routed,2024-04-14 02:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 28. Routed to REVIEWER-08.,LOW_RISK_AUTO_APPROVE
AUD-001645,WC-2023000690,Submitted,2024-11-13 00:00:00,DLR-009-TECH-03,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-001646,WC-2023000690,Routed,2024-11-14 05:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 22. Routed to REVIEWER-09.,LOW_RISK_AUTO_APPROVE
AUD-001647,WC-2023000691,Submitted,2023-12-03 00:00:00,DLR-012-TECH-10,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-001648,WC-2023000691,Routed,2023-12-04 00:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 17. Routed to REVIEWER-03.,LOW_RISK_AUTO_APPROVE
AUD-001649,WC-2023000692,Submitted,2023-12-16 00:00:00,DLR-018-TECH-04,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-001650,WC-2023000692,Routed,2023-12-17 21:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 32. Routed to REVIEWER-15.,LOW_RISK_AUTO_APPROVE
AUD-001651,WC-2023000693,Submitted,2023-07-23 00:00:00,DLR-012-TECH-12,Dealer Technician,,Submitted,Claim submitted via API,
AUD-001652,WC-2023000693,Routed,2023-07-24 15:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 20. Routed to REVIEWER-07.,LOW_RISK_AUTO_APPROVE
AUD-001653,WC-2023000694,Submitted,2024-01-01 00:00:00,DLR-001-TECH-09,Dealer Technician,,Submitted,Claim submitted via PRISM Batch Upload,
AUD-001654,WC-2023000694,Routed,2024-01-02 21:00:00,SYSTEM,Automated,Submitted,Approved,Risk score: 28. Routed to REVIEWER-10.,LOW_RISK_AUTO_APPROVE
AUD-001655,WC-2023000694,Approved,2024-01-05 08:00:00,REVIEWER-10,Claim Processor,Approved,Approved,Claim approved after review,
AUD-001656,WC-2023000695,Submitted,2023-12-22 00:00:00,DLR-004-TECH-04,Dealer Technician,,Submitted,Claim submitted via PRISM Manual Entry,
AUD-001657,WC-2023000695,Routed,2023-12-22 17:00:00,SYSTEM,Automated,Submitted,Under Review,Risk score: 71. Routed to REVIEWER-13.,MEDIUM_RISK_MANUAL_REVIEW
